"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,SM_FORENAME,SM_SURNAME,SM_STREET,SM_STREETNO,SM_POST_CODE1,SM_CITY1,SM_CITY2,SM_EMAIL
Meter Reading (MR) Doc. No.,C+ZF/VflEoEjrpbWTSeJjfxguCoBUZpdetbUGOK,TLWpmRydtYLjsJlWgRUOYysmHL+xmVpRDIiUKXe,JfKYIsD+HrRYrbdwFYYYyWZjxamq/FZUFGDmjoT,phhEBFRunLSLvxIKHoSwAjWSxtrlaflQxQSlhU/,24,MANDATORY_READING,Dipl.-Ing.,Klaus,Weber,Gartenstraße,12c,58840,Plettenberg,Plettenberg I,klaus.weber@example.com
Meter Reading (MR) Doc. No.,C+ZF/VflEoEjrpbWTSeJjfxguCoBUZpdetbUGOK,TLWpmRydtYLjsJlWgRUOYysmHL+xmVpRDIiUKXe,JfKYIsD+HrRYrbdwFYYYyWZjxamq/FZUFGDmjoT,phhEBFRunLSLvxIKHoSwAjWSxtrlaflQxQSlhU/,24,MANDATORY_READING,Dipl.-Ing.,Klaus,Weber,Gartenstraße,12c,58840,Plettenberg,Plettenberg I,klaus.weber@example.com
Meter Reading (MR) Doc. No.,C+ZF/VflEoEjrpbWTSeJjfxguCoBUZpdetbUGOK,TLWpmRydtYLjsJlWgRUOYysmHL+xmVpRDIiUKXe,JfKYIsD+HrRYrbdwFYYYyWZjxamq/FZUFGDmjoT,phhEBFRunLSLvxIKHoSwAjWSxtrlaflQxQSlhU/,24,MANDATORY_READING,Dipl.-Ing.,Klaus,Weber,Gartenstraße,12c,58840,Plettenberg,Plettenberg I,klaus.weber@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,LZQQTjLImuhSWNgEZFdVdxVTJTZilURKeYEfLjd,RMG+jEdedmzQgTPRyRvFrmQCYURygTKY/CgeENq,whIRIYMaZBsQwVuEVxDkBkMiC/RzYkibcMgPLVS,61,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,LZQQTjLImuhSWNgEZFdVdxVTJTZilURKeYEfLjd,RMG+jEdedmzQgTPRyRvFrmQCYURygTKY/CgeENq,whIRIYMaZBsQwVuEVxDkBkMiC/RzYkibcMgPLVS,61,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,LZQQTjLImuhSWNgEZFdVdxVTJTZilURKeYEfLjd,RMG+jEdedmzQgTPRyRvFrmQCYURygTKY/CgeENq,whIRIYMaZBsQwVuEVxDkBkMiC/RzYkibcMgPLVS,61,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,LZQQTjLImuhSWNgEZFdVdxVTJTZilURKeYEfLjd,RMG+jEdedmzQgTPRyRvFrmQCYURygTKY/CgeENq,whIRIYMaZBsQwVuEVxDkBkMiC/RzYkibcMgPLVS,61,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,LZQQTjLImuhSWNgEZFdVdxVTJTZilURKeYEfLjd,RMG+jEdedmzQgTPRyRvFrmQCYURygTKY/CgeENq,whIRIYMaZBsQwVuEVxDkBkMiC/RzYkibcMgPLVS,61,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,XVTeHXKmWHZstdMmiHxufzHoEjYsrIfDHtAPeVR,OQRVhXyzoRIdfYnJYqbafHXDWosSWtYWdWaoNUf,WIAaLLuKUlNw+BcdsGQXBkPqGPXTRwUNiZHTGpo,pTVhszVWJnQVgJTGdQUNiVeDTWdlzwBAPlXYuzM,8,MANDATORY_READING,Prof.,Hans,Müller,Bahnhofstraße,3b,58089,Hagen,Vorhalle,hans.müller@example.com
Meter Reading (MR) Doc. No.,XVTeHXKmWHZstdMmiHxufzHoEjYsrIfDHtAPeVR,OQRVhXyzoRIdfYnJYqbafHXDWosSWtYWdWaoNUf,WIAaLLuKUlNw+BcdsGQXBkPqGPXTRwUNiZHTGpo,pTVhszVWJnQVgJTGdQUNiVeDTWdlzwBAPlXYuzM,8,MANDATORY_READING,Prof.,Hans,Müller,Bahnhofstraße,3b,58089,Hagen,Vorhalle,hans.müller@example.com
Meter Reading (MR) Doc. No.,XVTeHXKmWHZstdMmiHxufzHoEjYsrIfDHtAPeVR,OQRVhXyzoRIdfYnJYqbafHXDWosSWtYWdWaoNUf,WIAaLLuKUlNw+BcdsGQXBkPqGPXTRwUNiZHTGpo,pTVhszVWJnQVgJTGdQUNiVeDTWdlzwBAPlXYuzM,8,MANDATORY_READING,Prof.,Hans,Müller,Bahnhofstraße,3b,58089,Hagen,Vorhalle,hans.müller@example.com
Meter Reading (MR) Doc. No.,XVTeHXKmWHZstdMmiHxufzHoEjYsrIfDHtAPeVR,OQRVhXyzoRIdfYnJYqbafHXDWosSWtYWdWaoNUf,WIAaLLuKUlNw+BcdsGQXBkPqGPXTRwUNiZHTGpo,pTVhszVWJnQVgJTGdQUNiVeDTWdlzwBAPlXYuzM,8,MANDATORY_READING,Prof.,Hans,Müller,Bahnhofstraße,3b,58089,Hagen,Vorhalle,hans.müller@example.com
Meter Reading (MR) Doc. No.,TVu+QTXVWDBDiQbpZXzoAWyGSLdQOXPZVdvTRrs,shrVhgsSOvnTUEkXPjZYMVYqXWQfVrCyPMnbpUa,mgYYaaleuQLBzlxrxT+bVUTlXSFrfsDUtawnFyR,hWbWRUeM+TeUXXyYrYIUXQbxXrZZURkPduppLpZ,2,MANDATORY_READING,Frau,Thomas,Becker,Kirchweg,3b,58553,Halver,Buschhausen,thomas.becker@example.com
Meter Reading (MR) Doc. No.,TVu+QTXVWDBDiQbpZXzoAWyGSLdQOXPZVdvTRrs,shrVhgsSOvnTUEkXPjZYMVYqXWQfVrCyPMnbpUa,mgYYaaleuQLBzlxrxT+bVUTlXSFrfsDUtawnFyR,hWbWRUeM+TeUXXyYrYIUXQbxXrZZURkPduppLpZ,2,MANDATORY_READING,Frau,Thomas,Becker,Kirchweg,3b,58553,Halver,Buschhausen,thomas.becker@example.com
Meter Reading (MR) Doc. No.,TVu+QTXVWDBDiQbpZXzoAWyGSLdQOXPZVdvTRrs,shrVhgsSOvnTUEkXPjZYMVYqXWQfVrCyPMnbpUa,mgYYaaleuQLBzlxrxT+bVUTlXSFrfsDUtawnFyR,hWbWRUeM+TeUXXyYrYIUXQbxXrZZURkPduppLpZ,2,MANDATORY_READING,Frau,Thomas,Becker,Kirchweg,3b,58553,Halver,Buschhausen,thomas.becker@example.com
Meter Reading (MR) Doc. No.,TVu+QTXVWDBDiQbpZXzoAWyGSLdQOXPZVdvTRrs,shrVhgsSOvnTUEkXPjZYMVYqXWQfVrCyPMnbpUa,mgYYaaleuQLBzlxrxT+bVUTlXSFrfsDUtawnFyR,hWbWRUeM+TeUXXyYrYIUXQbxXrZZURkPduppLpZ,2,MANDATORY_READING,Frau,Thomas,Becker,Kirchweg,3b,58553,Halver,Buschhausen,thomas.becker@example.com
Meter Reading (MR) Doc. No.,LEOEEpDlCJgta+t/onIkGKumfYRexpSjNeMPCMz,gbZzFGEgQKjFnXiCi/TvVxeTujYS+uOtWXTWRjb,uOqk+xIX/puycQjSLDRbevWjmDKZLuTYSrKonJK,yPp+U/BYqSwXzrPsqnDHLomXUVDjGmNVDdZyFtF,46,MANDATORY_READING,Prof.,Maria,Fischer,Lindenallee,20,58093,Hagen,Fley,maria.fischer@example.com
Meter Reading (MR) Doc. No.,LEOEEpDlCJgta+t/onIkGKumfYRexpSjNeMPCMz,gbZzFGEgQKjFnXiCi/TvVxeTujYS+uOtWXTWRjb,uOqk+xIX/puycQjSLDRbevWjmDKZLuTYSrKonJK,yPp+U/BYqSwXzrPsqnDHLomXUVDjGmNVDdZyFtF,46,MANDATORY_READING,Prof.,Maria,Fischer,Lindenallee,20,58093,Hagen,Fley,maria.fischer@example.com
Meter Reading (MR) Doc. No.,LEOEEpDlCJgta+t/onIkGKumfYRexpSjNeMPCMz,gbZzFGEgQKjFnXiCi/TvVxeTujYS+uOtWXTWRjb,uOqk+xIX/puycQjSLDRbevWjmDKZLuTYSrKonJK,yPp+U/BYqSwXzrPsqnDHLomXUVDjGmNVDdZyFtF,46,MANDATORY_READING,Prof.,Maria,Fischer,Lindenallee,20,58093,Hagen,Fley,maria.fischer@example.com
Meter Reading (MR) Doc. No.,LEOEEpDlCJgta+t/onIkGKumfYRexpSjNeMPCMz,gbZzFGEgQKjFnXiCi/TvVxeTujYS+uOtWXTWRjb,uOqk+xIX/puycQjSLDRbevWjmDKZLuTYSrKonJK,yPp+U/BYqSwXzrPsqnDHLomXUVDjGmNVDdZyFtF,46,MANDATORY_READING,Prof.,Maria,Fischer,Lindenallee,20,58093,Hagen,Fley,maria.fischer@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,UpFTUxXIpzbwsvOntVAdUZWRTlMTPYQWzoWWlC+,hSevII/CEZMZaG/A+mKMhghG/ZkmVnwRRlYnCAi,bdtNZSFQtqVVCvUXhKUGsPhTZJMtdqfXaTDIl/b,TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs,3,MANDATORY_READING,Dipl.-Ing.,Petra,Wagner,Bergstraße,12c,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,SAhvvYSDkoWLSrOW/wnjfOTTVBkrKVRGxIcSFfD,DjcqiXJipyepYPShyasFIBwVyWSTBtvsDRw+WOB,ZCoqjhvGhEZ/WKCSKRakzSCMLVyUKTBrJoeYreX,nUNVOUzUdbxjEcGZGhOOELdcthRGTaSTRSQeQiE,6,MANDATORY_READING,Herr,Peter,Schneider,Kirchweg,1,58507,Lüdenscheid,Lüdenscheid,peter.schneider@example.com
Meter Reading (MR) Doc. No.,SAhvvYSDkoWLSrOW/wnjfOTTVBkrKVRGxIcSFfD,DjcqiXJipyepYPShyasFIBwVyWSTBtvsDRw+WOB,ZCoqjhvGhEZ/WKCSKRakzSCMLVyUKTBrJoeYreX,nUNVOUzUdbxjEcGZGhOOELdcthRGTaSTRSQeQiE,6,MANDATORY_READING,Herr,Peter,Schneider,Kirchweg,1,58507,Lüdenscheid,Lüdenscheid,peter.schneider@example.com
Meter Reading (MR) Doc. No.,SAhvvYSDkoWLSrOW/wnjfOTTVBkrKVRGxIcSFfD,DjcqiXJipyepYPShyasFIBwVyWSTBtvsDRw+WOB,ZCoqjhvGhEZ/WKCSKRakzSCMLVyUKTBrJoeYreX,nUNVOUzUdbxjEcGZGhOOELdcthRGTaSTRSQeQiE,6,MANDATORY_READING,Herr,Peter,Schneider,Kirchweg,1,58507,Lüdenscheid,Lüdenscheid,peter.schneider@example.com
Meter Reading (MR) Doc. No.,'+iTgVvpZIfZTZPQ/fnyKWVbDPVemKpXrfVYWZwT,HoxYULXXhW+HRXTtrFCutAupjklQiDnbSUspnAY,JGFQW+uJEXLe/xwVJwFEycXQOVoECLDwNuxU+kZ,CBdAOsVBpUxiEoMKVZYGQvXtsURidfOTZUgYISF,26,MANDATORY_READING,Dipl.-Ing.,Anna,Fischer,Waldweg,15,58540,Meinerzhagen,Meinerzhagen,anna.fischer@example.com
Meter Reading (MR) Doc. No.,'+iTgVvpZIfZTZPQ/fnyKWVbDPVemKpXrfVYWZwT,HoxYULXXhW+HRXTtrFCutAupjklQiDnbSUspnAY,JGFQW+uJEXLe/xwVJwFEycXQOVoECLDwNuxU+kZ,CBdAOsVBpUxiEoMKVZYGQvXtsURidfOTZUgYISF,26,MANDATORY_READING,Dipl.-Ing.,Anna,Fischer,Waldweg,15,58540,Meinerzhagen,Meinerzhagen,anna.fischer@example.com
Meter Reading (MR) Doc. No.,'+iTgVvpZIfZTZPQ/fnyKWVbDPVemKpXrfVYWZwT,HoxYULXXhW+HRXTtrFCutAupjklQiDnbSUspnAY,JGFQW+uJEXLe/xwVJwFEycXQOVoECLDwNuxU+kZ,CBdAOsVBpUxiEoMKVZYGQvXtsURidfOTZUgYISF,26,MANDATORY_READING,Dipl.-Ing.,Anna,Fischer,Waldweg,15,58540,Meinerzhagen,Meinerzhagen,anna.fischer@example.com
Meter Reading (MR) Doc. No.,'+iTgVvpZIfZTZPQ/fnyKWVbDPVemKpXrfVYWZwT,HoxYULXXhW+HRXTtrFCutAupjklQiDnbSUspnAY,JGFQW+uJEXLe/xwVJwFEycXQOVoECLDwNuxU+kZ,CBdAOsVBpUxiEoMKVZYGQvXtsURidfOTZUgYISF,26,MANDATORY_READING,Dipl.-Ing.,Anna,Fischer,Waldweg,15,58540,Meinerzhagen,Meinerzhagen,anna.fischer@example.com
Meter Reading (MR) Doc. No.,sXMqeTfRWaPac/oockVSDaIWOFp/MnkWZukFdVi,oFnhPiOVRBZDsFOzNeFYWRUjypMeUcOUshJfZUH,STlVUfcTygeDvGbIUIugqZqjiYGcNvREiyATVUT,BwPKA+QRVLYgMDdUtwqGeWKNgzuYOcDKsImZfXF,12,MANDATORY_READING,Frau,Anna,Weber,Marktplatz,20,58089,Hagen,Vorhalle,anna.weber@example.com
Meter Reading (MR) Doc. No.,sXMqeTfRWaPac/oockVSDaIWOFp/MnkWZukFdVi,oFnhPiOVRBZDsFOzNeFYWRUjypMeUcOUshJfZUH,STlVUfcTygeDvGbIUIugqZqjiYGcNvREiyATVUT,BwPKA+QRVLYgMDdUtwqGeWKNgzuYOcDKsImZfXF,12,MANDATORY_READING,Frau,Anna,Weber,Marktplatz,20,58089,Hagen,Vorhalle,anna.weber@example.com
Meter Reading (MR) Doc. No.,sXMqeTfRWaPac/oockVSDaIWOFp/MnkWZukFdVi,oFnhPiOVRBZDsFOzNeFYWRUjypMeUcOUshJfZUH,STlVUfcTygeDvGbIUIugqZqjiYGcNvREiyATVUT,BwPKA+QRVLYgMDdUtwqGeWKNgzuYOcDKsImZfXF,12,MANDATORY_READING,Frau,Anna,Weber,Marktplatz,20,58089,Hagen,Vorhalle,anna.weber@example.com
Meter Reading (MR) Doc. No.,sXMqeTfRWaPac/oockVSDaIWOFp/MnkWZukFdVi,oFnhPiOVRBZDsFOzNeFYWRUjypMeUcOUshJfZUH,STlVUfcTygeDvGbIUIugqZqjiYGcNvREiyATVUT,BwPKA+QRVLYgMDdUtwqGeWKNgzuYOcDKsImZfXF,12,MANDATORY_READING,Frau,Anna,Weber,Marktplatz,20,58089,Hagen,Vorhalle,anna.weber@example.com
Meter Reading (MR) Doc. No.,erqSQXxWEULZlQKJJscUNhguMLWRB/fbRRWpZbA,uIYHYcRiRTNIDtRUpR/WDceNtpCjdsXYNsLcjRS,yyNRTZp/VbrddTbHnDdjiNQcTuGShSVLyfThetr,ZvubTcWYiSnoeXNYSlTGTQWkTYWTYhUZeCXSQA+,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,25,58093,Hagen,Fley,klaus.schmidt@example.com
Meter Reading (MR) Doc. No.,erqSQXxWEULZlQKJJscUNhguMLWRB/fbRRWpZbA,uIYHYcRiRTNIDtRUpR/WDceNtpCjdsXYNsLcjRS,yyNRTZp/VbrddTbHnDdjiNQcTuGShSVLyfThetr,ZvubTcWYiSnoeXNYSlTGTQWkTYWTYhUZeCXSQA+,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,25,58093,Hagen,Fley,klaus.schmidt@example.com
Meter Reading (MR) Doc. No.,erqSQXxWEULZlQKJJscUNhguMLWRB/fbRRWpZbA,uIYHYcRiRTNIDtRUpR/WDceNtpCjdsXYNsLcjRS,yyNRTZp/VbrddTbHnDdjiNQcTuGShSVLyfThetr,ZvubTcWYiSnoeXNYSlTGTQWkTYWTYhUZeCXSQA+,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,25,58093,Hagen,Fley,klaus.schmidt@example.com
Meter Reading (MR) Doc. No.,erqSQXxWEULZlQKJJscUNhguMLWRB/fbRRWpZbA,uIYHYcRiRTNIDtRUpR/WDceNtpCjdsXYNsLcjRS,yyNRTZp/VbrddTbHnDdjiNQcTuGShSVLyfThetr,ZvubTcWYiSnoeXNYSlTGTQWkTYWTYhUZeCXSQA+,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,25,58093,Hagen,Fley,klaus.schmidt@example.com
Meter Reading (MR) Doc. No.,erqSQXxWEULZlQKJJscUNhguMLWRB/fbRRWpZbA,uIYHYcRiRTNIDtRUpR/WDceNtpCjdsXYNsLcjRS,yyNRTZp/VbrddTbHnDdjiNQcTuGShSVLyfThetr,ZvubTcWYiSnoeXNYSlTGTQWkTYWTYhUZeCXSQA+,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,25,58093,Hagen,Fley,klaus.schmidt@example.com
Meter Reading (MR) Doc. No.,erqSQXxWEULZlQKJJscUNhguMLWRB/fbRRWpZbA,uIYHYcRiRTNIDtRUpR/WDceNtpCjdsXYNsLcjRS,yyNRTZp/VbrddTbHnDdjiNQcTuGShSVLyfThetr,ZvubTcWYiSnoeXNYSlTGTQWkTYWTYhUZeCXSQA+,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,25,58093,Hagen,Fley,klaus.schmidt@example.com
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,uQUiQZBMLkHHTELu+DPicSBGRJrRKAstnlpUCwV,KR/LavpPVfLAkq/cHUImHAcTuYeoSUYSmNEzMnd,ViTSY/oXZbAlZVvDvuZjkWvYKfNJMwGhNUTLjpD,13,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,uQUiQZBMLkHHTELu+DPicSBGRJrRKAstnlpUCwV,KR/LavpPVfLAkq/cHUImHAcTuYeoSUYSmNEzMnd,ViTSY/oXZbAlZVvDvuZjkWvYKfNJMwGhNUTLjpD,13,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,uQUiQZBMLkHHTELu+DPicSBGRJrRKAstnlpUCwV,KR/LavpPVfLAkq/cHUImHAcTuYeoSUYSmNEzMnd,ViTSY/oXZbAlZVvDvuZjkWvYKfNJMwGhNUTLjpD,13,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,uQUiQZBMLkHHTELu+DPicSBGRJrRKAstnlpUCwV,KR/LavpPVfLAkq/cHUImHAcTuYeoSUYSmNEzMnd,ViTSY/oXZbAlZVvDvuZjkWvYKfNJMwGhNUTLjpD,13,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,cwSUSXxXwXc+iie+TorRWewZTNlDZmS/eUWxLsP,XcQbhmTclVGSXmvjKreQUWOzEitWRfsthVUXKES,iDRZYGGwyzlJxTuB++UUFrEdXTzVfTVhuXu/etQ,EVW+YAmrTYRHXVbeEapViWPlavJXnYistVYeedk,17,MANDATORY_READING,Dr.,Maria,Fischer,Hauptstraße,25,58540,Meinerzhagen,Meinerzhagen,maria.fischer@example.com
Meter Reading (MR) Doc. No.,cwSUSXxXwXc+iie+TorRWewZTNlDZmS/eUWxLsP,XcQbhmTclVGSXmvjKreQUWOzEitWRfsthVUXKES,iDRZYGGwyzlJxTuB++UUFrEdXTzVfTVhuXu/etQ,EVW+YAmrTYRHXVbeEapViWPlavJXnYistVYeedk,17,MANDATORY_READING,Dr.,Maria,Fischer,Hauptstraße,25,58540,Meinerzhagen,Meinerzhagen,maria.fischer@example.com
Meter Reading (MR) Doc. No.,cwSUSXxXwXc+iie+TorRWewZTNlDZmS/eUWxLsP,XcQbhmTclVGSXmvjKreQUWOzEitWRfsthVUXKES,iDRZYGGwyzlJxTuB++UUFrEdXTzVfTVhuXu/etQ,EVW+YAmrTYRHXVbeEapViWPlavJXnYistVYeedk,17,MANDATORY_READING,Dr.,Maria,Fischer,Hauptstraße,25,58540,Meinerzhagen,Meinerzhagen,maria.fischer@example.com
Meter Reading (MR) Doc. No.,cwSUSXxXwXc+iie+TorRWewZTNlDZmS/eUWxLsP,XcQbhmTclVGSXmvjKreQUWOzEitWRfsthVUXKES,iDRZYGGwyzlJxTuB++UUFrEdXTzVfTVhuXu/etQ,EVW+YAmrTYRHXVbeEapViWPlavJXnYistVYeedk,17,MANDATORY_READING,Dr.,Maria,Fischer,Hauptstraße,25,58540,Meinerzhagen,Meinerzhagen,maria.fischer@example.com
Meter Reading (MR) Doc. No.,WSUZzYzaQOhQvKbQdsfDVoljanGHbTGXHfVlYMn,YpagiWoSbUkUgKUssxIcvfPJXQYvGyqjmQAZYXT,AzoVtyuNTwryA+KKejlXnZumayRKrpcxtYSWGwV,'+lDHcQpLS/VZHYcuY+ORrUYmkmDXTgYSSwvYNNe,5,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,15,58507,Lüdenscheid,,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,WSUZzYzaQOhQvKbQdsfDVoljanGHbTGXHfVlYMn,YpagiWoSbUkUgKUssxIcvfPJXQYvGyqjmQAZYXT,AzoVtyuNTwryA+KKejlXnZumayRKrpcxtYSWGwV,'+lDHcQpLS/VZHYcuY+ORrUYmkmDXTgYSSwvYNNe,5,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,15,58507,Lüdenscheid,,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,WSUZzYzaQOhQvKbQdsfDVoljanGHbTGXHfVlYMn,YpagiWoSbUkUgKUssxIcvfPJXQYvGyqjmQAZYXT,AzoVtyuNTwryA+KKejlXnZumayRKrpcxtYSWGwV,'+lDHcQpLS/VZHYcuY+ORrUYmkmDXTgYSSwvYNNe,5,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,15,58507,Lüdenscheid,,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,WSUZzYzaQOhQvKbQdsfDVoljanGHbTGXHfVlYMn,YpagiWoSbUkUgKUssxIcvfPJXQYvGyqjmQAZYXT,AzoVtyuNTwryA+KKejlXnZumayRKrpcxtYSWGwV,'+lDHcQpLS/VZHYcuY+ORrUYmkmDXTgYSSwvYNNe,5,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,15,58507,Lüdenscheid,,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,WTeYSRIDSRzTYyvUeBeDQaYQfX+KExoNwgqEWfD,T+ZZvDPbCzsWpuExUPYjAcLDSgtsFqEBmsfnSnX,LWhwWSvTXWbbUuaIBfxAdOIxYRvSwyH/YWwohfr,AQZTMIvRFTfGaSllYNCqibiVgdouRz+TpXmQTJh,1,MANDATORY_READING,Frau,Petra,Wagner,Marktplatz,20,58540,Meinerzhagen,Meinerzhagen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,WTeYSRIDSRzTYyvUeBeDQaYQfX+KExoNwgqEWfD,T+ZZvDPbCzsWpuExUPYjAcLDSgtsFqEBmsfnSnX,LWhwWSvTXWbbUuaIBfxAdOIxYRvSwyH/YWwohfr,AQZTMIvRFTfGaSllYNCqibiVgdouRz+TpXmQTJh,1,MANDATORY_READING,Frau,Petra,Wagner,Marktplatz,20,58540,Meinerzhagen,Meinerzhagen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,WTeYSRIDSRzTYyvUeBeDQaYQfX+KExoNwgqEWfD,T+ZZvDPbCzsWpuExUPYjAcLDSgtsFqEBmsfnSnX,LWhwWSvTXWbbUuaIBfxAdOIxYRvSwyH/YWwohfr,AQZTMIvRFTfGaSllYNCqibiVgdouRz+TpXmQTJh,1,MANDATORY_READING,Frau,Petra,Wagner,Marktplatz,20,58540,Meinerzhagen,Meinerzhagen,petra.wagner@example.com
