Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
zXvRMYZfZRcaBTiUuvDLKTXGztJRfATfjMggdrF,RVJLta/TMYo/mKRLyHBXTQNbUKRgcstWPqYBTZV,fnjzdZkgfUsgKAbHkmcxRFOmPhMGrSkOZflPJMj,qkriJYUajwpLjpTfCcKOieBZlRex+WuQSHTIHnL,wNwpJSoxfQlVI+VKasYULbQpXOSbxxHnvXgslgE,62,DIRECT_MAIL,Dipl.-Ing.,Anna,Schulz,Marktplatz,,58809,Neuenrade,Neuenrade,
EflMHDFvmfURDQPmXgOCIWQPzhFz/XxdQTVIVXF,xCEVcUlbWkolIxThZqaquVwqecvsLbPzYcLSRro,VmUMeRVXMnpWgCdVMIPdwQfEQQYRQRNQLmseZkQ,SSUfEKSxhmmXXjxsLVwhuXHS+PFvjZVBB+SsUSw,bMASBPVNmYPwOvCVcloZdNjHBkQZZhSzozWLCMc,51,DIRECT_MAIL,Frau,Klaus,Fischer,Kirchweg,,58089,Hagen,Vorhalle,
PdtvSWYFpTXSSYoYoMOSwFXBtOUjELKDYQNW+kz,xCEVcUlbWkolIxThZqaquVwqecvsLbPzYcLSRro,VmUMeRVXMnpWgCdVMIPdwQfEQQYRQRNQLmseZkQ,SSUfEKSxhmmXXjxsLVwhuXHS+PFvjZVBB+SsUSw,bMASBPVNmYPwOvCVcloZdNjHBkQZZhSzozWLCMc,51,DIRECT_MAIL,Frau,Klaus,Fischer,Kirchweg,,58089,Hagen,Vorhalle,
WSTIzSYxrTSBxzuSnrsZRbzgROwWkRQVjhikJwq,xCEVcUlbWkolIxThZqaquVwqecvsLbPzYcLSRro,VmUMeRVXMnpWgCdVMIPdwQfEQQYRQRNQLmseZkQ,SSUfEKSxhmmXXjxsLVwhuXHS+PFvjZVBB+SsUSw,bMASBPVNmYPwOvCVcloZdNjHBkQZZhSzozWLCMc,51,DIRECT_MAIL,Frau,Klaus,Fischer,Kirchweg,,58089,Hagen,Vorhalle,
vRmUOYWaPgBZuNYdcbTnrVZSggQNupPaQUifSsy,xCEVcUlbWkolIxThZqaquVwqecvsLbPzYcLSRro,VmUMeRVXMnpWgCdVMIPdwQfEQQYRQRNQLmseZkQ,SSUfEKSxhmmXXjxsLVwhuXHS+PFvjZVBB+SsUSw,bMASBPVNmYPwOvCVcloZdNjHBkQZZhSzozWLCMc,51,DIRECT_MAIL,Frau,Klaus,Fischer,Kirchweg,,58089,Hagen,Vorhalle,
JNJSnbrcybqWSOAkXQmbq/SqIIpIIwfYdWlBvUp,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
QOjloLVxYUTdqlMXAfDSztZXz+ZBSwBAatJzoLm,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
YXZHibGMnUdehDmbWNsAIlysgGhBYWWhcTINbSY,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
ZBBVEBpUBYk+ZEQnmoUyODVVJZBKTUFyfnSzmPM,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
dtnBMIHeBlGqdWpkokZBbMRVUdTWgkTDfjmWBQO,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
mjbAIVHldPVjhSurQgYTMmCIWH+mbQMpZUCFqqX,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
uTlhvrNiaMEQTmVdVWfkAEWuNAWFYbNrEABmh/T,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
wSXOdbTijZUtJbXTTQUR/QKBYxXfBTQcSEHgQuW,CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN,PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU,UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN,zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx,37,DIRECT_MAIL,Herr,Anna,Weber,Schulstraße,,58809,Neuenrade,Neuenrade,
'+ZmDsrXUNlgLTJTYYAHfIIJULTqhbYYV/uZWPJr,dnKAXuXSNWUxDxAXJG+DxIDTYSoDiaAuhIKnDEs,cTpAocZRpVVgVjhHmhZDvsPQgvVPXnUuZoNEaOf,TXdSteage/bzAQx/ybUurYQOcWGfXDVxmSDIXRh,YsXxQWKXocrxnzgRWgwMAFSQBTNYVVvKsMtSnuX,10,DIRECT_MAIL,Prof.,Klaus,Müller,Bahnhofstraße,,58089,Hagen,Vorhalle,
EXxUqyVkZZhIHpZPIoRh+hXXx+FU/KSNNfoRZCl,dnKAXuXSNWUxDxAXJG+DxIDTYSoDiaAuhIKnDEs,cTpAocZRpVVgVjhHmhZDvsPQgvVPXnUuZoNEaOf,TXdSteage/bzAQx/ybUurYQOcWGfXDVxmSDIXRh,YsXxQWKXocrxnzgRWgwMAFSQBTNYVVvKsMtSnuX,10,DIRECT_MAIL,Prof.,Klaus,Müller,Bahnhofstraße,,58089,Hagen,Vorhalle,
GBIYfnYvsRQViHw+cFReCjDRWmCWdNRUdmsaQWX,dnKAXuXSNWUxDxAXJG+DxIDTYSoDiaAuhIKnDEs,cTpAocZRpVVgVjhHmhZDvsPQgvVPXnUuZoNEaOf,TXdSteage/bzAQx/ybUurYQOcWGfXDVxmSDIXRh,YsXxQWKXocrxnzgRWgwMAFSQBTNYVVvKsMtSnuX,10,DIRECT_MAIL,Prof.,Klaus,Müller,Bahnhofstraße,,58089,Hagen,Vorhalle,
RDVYVuwwnHZPdHb/deHq/RcSdYqFwxyVDYQSUWG,dnKAXuXSNWUxDxAXJG+DxIDTYSoDiaAuhIKnDEs,cTpAocZRpVVgVjhHmhZDvsPQgvVPXnUuZoNEaOf,TXdSteage/bzAQx/ybUurYQOcWGfXDVxmSDIXRh,YsXxQWKXocrxnzgRWgwMAFSQBTNYVVvKsMtSnuX,10,DIRECT_MAIL,Prof.,Klaus,Müller,Bahnhofstraße,,58089,Hagen,Vorhalle,
DWqUaYFpFpPVXLcQqJUHBgaxYrPfYqMVOyfbpBw,sYrpIdWQYDJxRvIGL/KSXgYePVRYAMSJePRhzNs,RQZF/MApJy/yyKZRXRaPUHosbXQVlvZQSQ/Zphc,rukS/hTKDVnWYAFZUBWjXbQRxoCQpfELYBqiLAK,DqRfjXTuadtNLlwWRQHHafbIJ+irEQWQZvPdXhO,9,DIRECT_MAIL,Prof.,Michael,Schulz,Waldweg,,58089,Hagen,Vorhalle,
GXriLbNmCXqRWNgQfbCSffyE++VWsFVYaVXBe/K,sYrpIdWQYDJxRvIGL/KSXgYePVRYAMSJePRhzNs,RQZF/MApJy/yyKZRXRaPUHosbXQVlvZQSQ/Zphc,rukS/hTKDVnWYAFZUBWjXbQRxoCQpfELYBqiLAK,DqRfjXTuadtNLlwWRQHHafbIJ+irEQWQZvPdXhO,9,DIRECT_MAIL,Prof.,Michael,Schulz,Waldweg,,58089,Hagen,Vorhalle,
eoU/pNyRn+nRxyoYTGQXYTTcJsBcjyyejNiLXzK,sYrpIdWQYDJxRvIGL/KSXgYePVRYAMSJePRhzNs,RQZF/MApJy/yyKZRXRaPUHosbXQVlvZQSQ/Zphc,rukS/hTKDVnWYAFZUBWjXbQRxoCQpfELYBqiLAK,DqRfjXTuadtNLlwWRQHHafbIJ+irEQWQZvPdXhO,9,DIRECT_MAIL,Prof.,Michael,Schulz,Waldweg,,58089,Hagen,Vorhalle,
oJBrKW+VhoTdV//RZTvNlTZyWJJ/ZBjJsfUVZBO,sYrpIdWQYDJxRvIGL/KSXgYePVRYAMSJePRhzNs,RQZF/MApJy/yyKZRXRaPUHosbXQVlvZQSQ/Zphc,rukS/hTKDVnWYAFZUBWjXbQRxoCQpfELYBqiLAK,DqRfjXTuadtNLlwWRQHHafbIJ+irEQWQZvPdXhO,9,DIRECT_MAIL,Prof.,Michael,Schulz,Waldweg,,58089,Hagen,Vorhalle,
JSxacCQfGaZoGUCAkQbVW+MespyFPlUXDXWX/GJ,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,ZGRtsHGGTdQovZNLfVOMpxTAtbluEYNbOyQrUeZ,Gj+GTbuTDdTerAZYXIxYynDkpTheRXZWFiQYgn/,N+PWTjZQhLRHuanxuPgPRJpVywQZQ+VCfVSdcHT,10,DIRECT_MAIL,Frau,Klaus,Schulz,Hauptstraße,,58089,Hagen,Vorhalle,
bsVFuaZYRQkpDWgDcUVhhePQlDKuaS+YZIQiTWU,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,ZGRtsHGGTdQovZNLfVOMpxTAtbluEYNbOyQrUeZ,Gj+GTbuTDdTerAZYXIxYynDkpTheRXZWFiQYgn/,N+PWTjZQhLRHuanxuPgPRJpVywQZQ+VCfVSdcHT,10,DIRECT_MAIL,Frau,Klaus,Schulz,Hauptstraße,,58089,Hagen,Vorhalle,
fNTXNupSVtgBktGaBZYCYnuUUdSAByrxv/VOCPI,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,ZGRtsHGGTdQovZNLfVOMpxTAtbluEYNbOyQrUeZ,Gj+GTbuTDdTerAZYXIxYynDkpTheRXZWFiQYgn/,N+PWTjZQhLRHuanxuPgPRJpVywQZQ+VCfVSdcHT,10,DIRECT_MAIL,Frau,Klaus,Schulz,Hauptstraße,,58089,Hagen,Vorhalle,
w+uDeMEJWSHViHuUgiYojUNTVMscFTYewESMeIX,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,ZGRtsHGGTdQovZNLfVOMpxTAtbluEYNbOyQrUeZ,Gj+GTbuTDdTerAZYXIxYynDkpTheRXZWFiQYgn/,N+PWTjZQhLRHuanxuPgPRJpVywQZQ+VCfVSdcHT,10,DIRECT_MAIL,Frau,Klaus,Schulz,Hauptstraße,,58089,Hagen,Vorhalle,
EOVILwWITHbGYSJXlfiDZhjnqQRBob/If/gjutX,dLRqbhnUnWtoSAHttqdSvBkPHUTV/CWTQtFabEV,MnsPXGfY+yIJVYZoRYUDTVLStARkz/SLmQgAoTl,ysnZXrIGZ/csCzAUdeMtdjWnTNAQWmQewTNdFLu,EDzyWSFYwoStpntYlIukWQsLVhphATlSushXQke,11,DIRECT_MAIL,Prof.,Anna,Müller,Marktplatz,,58513,Lüdenscheid,,
IeQuFQuehpQIrQtegSQbcraNSUkVBSPfXQ+/JIG,dLRqbhnUnWtoSAHttqdSvBkPHUTV/CWTQtFabEV,MnsPXGfY+yIJVYZoRYUDTVLStARkz/SLmQgAoTl,ysnZXrIGZ/csCzAUdeMtdjWnTNAQWmQewTNdFLu,EDzyWSFYwoStpntYlIukWQsLVhphATlSushXQke,11,DIRECT_MAIL,Prof.,Anna,Müller,Marktplatz,,58513,Lüdenscheid,,
oSzIVjJfgKvkSxSQcuEFOExYkColgV+zcENTHOx,dLRqbhnUnWtoSAHttqdSvBkPHUTV/CWTQtFabEV,MnsPXGfY+yIJVYZoRYUDTVLStARkz/SLmQgAoTl,ysnZXrIGZ/csCzAUdeMtdjWnTNAQWmQewTNdFLu,EDzyWSFYwoStpntYlIukWQsLVhphATlSushXQke,11,DIRECT_MAIL,Prof.,Anna,Müller,Marktplatz,,58513,Lüdenscheid,,
vSUujhFZBNmTTwvxTVlHdUSLSOxDLPNjqUZnkoW,dLRqbhnUnWtoSAHttqdSvBkPHUTV/CWTQtFabEV,MnsPXGfY+yIJVYZoRYUDTVLStARkz/SLmQgAoTl,ysnZXrIGZ/csCzAUdeMtdjWnTNAQWmQewTNdFLu,EDzyWSFYwoStpntYlIukWQsLVhphATlSushXQke,11,DIRECT_MAIL,Prof.,Anna,Müller,Marktplatz,,58513,Lüdenscheid,,
DeAmWpUEVTFJz/JaJHlOjWZQqLryansBPATUSVJ,ufCWWZhVWRluWfAkUtAifYhKHlYnwVQtuoCRW/g,IGgHtlWoUHtVsGQBlcpQviaKIJLxFSWbHNAzofa,yQCXRrNpezBTxFYwzlXtnHSOWwg+ZjMIoUCs/D/,GS/UZaIIYVRwpYTRbQPcOhzrcRB/PURmShPCCKR,19,DIRECT_MAIL,Dipl.-Ing.,Klaus,Schneider,Gartenstraße,,58089,Hagen,Vorhalle,
FQWBexDS/QdrXkeSTBWRvmczJUmRjSVnfaZKp+t,ufCWWZhVWRluWfAkUtAifYhKHlYnwVQtuoCRW/g,IGgHtlWoUHtVsGQBlcpQviaKIJLxFSWbHNAzofa,yQCXRrNpezBTxFYwzlXtnHSOWwg+ZjMIoUCs/D/,GS/UZaIIYVRwpYTRbQPcOhzrcRB/PURmShPCCKR,19,DIRECT_MAIL,Dipl.-Ing.,Klaus,Schneider,Gartenstraße,,58089,Hagen,Vorhalle,
dff/SnEmVZVcHUmWX/yypUWpFWpHkQYBKGLYNcU,ufCWWZhVWRluWfAkUtAifYhKHlYnwVQtuoCRW/g,IGgHtlWoUHtVsGQBlcpQviaKIJLxFSWbHNAzofa,yQCXRrNpezBTxFYwzlXtnHSOWwg+ZjMIoUCs/D/,GS/UZaIIYVRwpYTRbQPcOhzrcRB/PURmShPCCKR,19,DIRECT_MAIL,Dipl.-Ing.,Klaus,Schneider,Gartenstraße,,58089,Hagen,Vorhalle,
huQSSLYgJKsjTpESTAehIcVLIeqlH/sOKrOSTmr,ufCWWZhVWRluWfAkUtAifYhKHlYnwVQtuoCRW/g,IGgHtlWoUHtVsGQBlcpQviaKIJLxFSWbHNAzofa,yQCXRrNpezBTxFYwzlXtnHSOWwg+ZjMIoUCs/D/,GS/UZaIIYVRwpYTRbQPcOhzrcRB/PURmShPCCKR,19,DIRECT_MAIL,Dipl.-Ing.,Klaus,Schneider,Gartenstraße,,58089,Hagen,Vorhalle,
JRpRmqzvmSiRRGXR+oFusUkwlUYuaZGnIJSREaT,NszQzpPrhfUrE/GJMjjZSRasRDOYdRTbXvW+tbl,DZrQdZQQOLnVzZuTemcTeRnSgKooUMZAPVoULVN,ruoTSJYzposwzBCEVXRPtEZoDNRVJ/rQFTKyDPR,phPgZbNoVoFwGhdVCYzQalCGXhaUDXTfaEyTSMt,7,DIRECT_MAIL,Herr,Julia,Becker,Hauptstraße,,58089,Hagen,Vorhalle,
RbCVQtLQKQOSS+gUjVlnwRPW+EkWRFczQxyCiVo,NszQzpPrhfUrE/GJMjjZSRasRDOYdRTbXvW+tbl,DZrQdZQQOLnVzZuTemcTeRnSgKooUMZAPVoULVN,ruoTSJYzposwzBCEVXRPtEZoDNRVJ/rQFTKyDPR,phPgZbNoVoFwGhdVCYzQalCGXhaUDXTfaEyTSMt,7,DIRECT_MAIL,Herr,Julia,Becker,Hauptstraße,,58089,Hagen,Vorhalle,
ViotLbWspceozpzVZjxSZjxDTtXqXpIZrbAOXxT,NszQzpPrhfUrE/GJMjjZSRasRDOYdRTbXvW+tbl,DZrQdZQQOLnVzZuTemcTeRnSgKooUMZAPVoULVN,ruoTSJYzposwzBCEVXRPtEZoDNRVJ/rQFTKyDPR,phPgZbNoVoFwGhdVCYzQalCGXhaUDXTfaEyTSMt,7,DIRECT_MAIL,Herr,Julia,Becker,Hauptstraße,,58089,Hagen,Vorhalle,
WeyQlxeYhjbjNNVUnVaeicHHctTWyygcHEMLnkB,NszQzpPrhfUrE/GJMjjZSRasRDOYdRTbXvW+tbl,DZrQdZQQOLnVzZuTemcTeRnSgKooUMZAPVoULVN,ruoTSJYzposwzBCEVXRPtEZoDNRVJ/rQFTKyDPR,phPgZbNoVoFwGhdVCYzQalCGXhaUDXTfaEyTSMt,7,DIRECT_MAIL,Herr,Julia,Becker,Hauptstraße,,58089,Hagen,Vorhalle,
JOTEicVZYaTfIlAceQV/zicLkoGojWwFbR/irRE,AURYHrLWcYEWdOWiX/Q/FYAnK+yxBfXdCqpXG+d,SHUqQWUctJqttTPlhaszVqvyyhAPFWpQScpXYsQ,/jWMqYFumSXCkhZDjqOTruvXWYqUNjzSqWDfNUb,YgjzUGSABGSoYnW/dFzyfTDNVOHfHefXwWXg/tC,20,DIRECT_MAIL,Herr,Thomas,Fischer,Waldweg,,58515,Lüdenscheid,,
iyue/gVqWRvaJXr+NdUsZydBCFXZGRVpEXynQZn,AURYHrLWcYEWdOWiX/Q/FYAnK+yxBfXdCqpXG+d,SHUqQWUctJqttTPlhaszVqvyyhAPFWpQScpXYsQ,/jWMqYFumSXCkhZDjqOTruvXWYqUNjzSqWDfNUb,YgjzUGSABGSoYnW/dFzyfTDNVOHfHefXwWXg/tC,20,DIRECT_MAIL,Herr,Thomas,Fischer,Waldweg,,58515,Lüdenscheid,,
lXZVyoYrUOsWVgWRCvSnHYALPtvmhrsvrXHosVP,AURYHrLWcYEWdOWiX/Q/FYAnK+yxBfXdCqpXG+d,SHUqQWUctJqttTPlhaszVqvyyhAPFWpQScpXYsQ,/jWMqYFumSXCkhZDjqOTruvXWYqUNjzSqWDfNUb,YgjzUGSABGSoYnW/dFzyfTDNVOHfHefXwWXg/tC,20,DIRECT_MAIL,Herr,Thomas,Fischer,Waldweg,,58515,Lüdenscheid,,
noqkBNHaltYwPTtymzJmKIUOoLvU/Y/BhmuOYRn,AURYHrLWcYEWdOWiX/Q/FYAnK+yxBfXdCqpXG+d,SHUqQWUctJqttTPlhaszVqvyyhAPFWpQScpXYsQ,/jWMqYFumSXCkhZDjqOTruvXWYqUNjzSqWDfNUb,YgjzUGSABGSoYnW/dFzyfTDNVOHfHefXwWXg/tC,20,DIRECT_MAIL,Herr,Thomas,Fischer,Waldweg,,58515,Lüdenscheid,,
EVHGCRrYMebcwhkaDmmQeYIknWfRgyqAjzdTbmJ,uDuBaTFWVTsQlftOhuRVcfLTjQiGMLqpSZTQsFC,ATUWSYGGOFYmJY/uZoabZUVUjTvfDhLBkxUSWQ/,fdSWnHZZVYEUWfQ/OdMoZlquhNHkVVQ/nhiqg/A,GXBhxRnYWGzGdkBSj+KDUlVcDrYhQuYUXXAZFc/,9,DIRECT_MAIL,Dipl.-Ing.,Michael,Fischer,Dorfstraße,3b,58089,Hagen,Vorhalle,michael.fischer@example.com
ZzXrUVDBPyAZFaSjPWAVVBtSTSOQTdz/MCPULQr,uDuBaTFWVTsQlftOhuRVcfLTjQiGMLqpSZTQsFC,ATUWSYGGOFYmJY/uZoabZUVUjTvfDhLBkxUSWQ/,fdSWnHZZVYEUWfQ/OdMoZlquhNHkVVQ/nhiqg/A,GXBhxRnYWGzGdkBSj+KDUlVcDrYhQuYUXXAZFc/,9,DIRECT_MAIL,Dipl.-Ing.,Michael,Fischer,Dorfstraße,3b,58089,Hagen,Vorhalle,michael.fischer@example.com
dfshK/SjphcVZMnnCPeZMWesEVTkGAkyARqxymF,uDuBaTFWVTsQlftOhuRVcfLTjQiGMLqpSZTQsFC,ATUWSYGGOFYmJY/uZoabZUVUjTvfDhLBkxUSWQ/,fdSWnHZZVYEUWfQ/OdMoZlquhNHkVVQ/nhiqg/A,GXBhxRnYWGzGdkBSj+KDUlVcDrYhQuYUXXAZFc/,9,DIRECT_MAIL,Dipl.-Ing.,Michael,Fischer,Dorfstraße,3b,58089,Hagen,Vorhalle,michael.fischer@example.com
zeRXoprHBWZe/JSSPWWWeDZVhgmmAxQIrTBOaPU,uDuBaTFWVTsQlftOhuRVcfLTjQiGMLqpSZTQsFC,ATUWSYGGOFYmJY/uZoabZUVUjTvfDhLBkxUSWQ/,fdSWnHZZVYEUWfQ/OdMoZlquhNHkVVQ/nhiqg/A,GXBhxRnYWGzGdkBSj+KDUlVcDrYhQuYUXXAZFc/,9,DIRECT_MAIL,Dipl.-Ing.,Michael,Fischer,Dorfstraße,3b,58089,Hagen,Vorhalle,michael.fischer@example.com
CbHhGUSRUOAwebMWHreVcmQ/UcVBjRljLWDVsUY,bfUt/gVSXuWPfTTQNygnWQhzc+AiWNfeYRzIU/g,kSqVjyAVPZQXkkBRGfpFzSWFLeyiTpUQURFlS+U,SCKUizUiIXCtjQJRqtGdvXmyVDkEzDxsDcaQeSE,xwXOQXbUUPBqaSeWwELfdcNFIXVStXQYtvCHXIJ,9,DIRECT_MAIL,Herr,Julia,Fischer,Dorfstraße,,58515,Lüdenscheid,,
Jd+PTfZkoQRBiHwW/YkBrbTRtrDaHU/ObLarBWD,bfUt/gVSXuWPfTTQNygnWQhzc+AiWNfeYRzIU/g,kSqVjyAVPZQXkkBRGfpFzSWFLeyiTpUQURFlS+U,SCKUizUiIXCtjQJRqtGdvXmyVDkEzDxsDcaQeSE,xwXOQXbUUPBqaSeWwELfdcNFIXVStXQYtvCHXIJ,9,DIRECT_MAIL,Herr,Julia,Fischer,Dorfstraße,,58515,Lüdenscheid,,
bhAYTxxFepexzTfQim+lGQuiFQNoOW+NGfcreZn,bfUt/gVSXuWPfTTQNygnWQhzc+AiWNfeYRzIU/g,kSqVjyAVPZQXkkBRGfpFzSWFLeyiTpUQURFlS+U,SCKUizUiIXCtjQJRqtGdvXmyVDkEzDxsDcaQeSE,xwXOQXbUUPBqaSeWwELfdcNFIXVStXQYtvCHXIJ,9,DIRECT_MAIL,Herr,Julia,Fischer,Dorfstraße,,58515,Lüdenscheid,,
cUMqEVfLQgQIBsywkyiYHPfzXYfAQzEqRTRUZVH,bfUt/gVSXuWPfTTQNygnWQhzc+AiWNfeYRzIU/g,kSqVjyAVPZQXkkBRGfpFzSWFLeyiTpUQURFlS+U,SCKUizUiIXCtjQJRqtGdvXmyVDkEzDxsDcaQeSE,xwXOQXbUUPBqaSeWwELfdcNFIXVStXQYtvCHXIJ,9,DIRECT_MAIL,Herr,Julia,Fischer,Dorfstraße,,58515,Lüdenscheid,,
IPYAv+tawDEZJItVwCWXicAuVeIimWlkrqzBMVV,AnrTWrgpsdOVWCVweKXmlTOBUClmUROFEWDoAsS,UurJWFhFLgVeWcoSSGeLPXKgzuZTZHPXVNPbrWF,gMSBxIZLPMWZpDVFvOqWSeT+JDoDECFSg/h+Ble,AyqSCdYpYeZfNgTHcfUxPntQSDbqmCkxzTdCaZz,3,DIRECT_MAIL,Dipl.-Ing.,Petra,Becker,Bergstraße,,58809,Neuenrade,Neuenrade,
WNlTQTfCxYsCQTSAuIAVWVUiWShMxQPXyoXRYdW,AnrTWrgpsdOVWCVweKXmlTOBUClmUROFEWDoAsS,UurJWFhFLgVeWcoSSGeLPXKgzuZTZHPXVNPbrWF,gMSBxIZLPMWZpDVFvOqWSeT+JDoDECFSg/h+Ble,AyqSCdYpYeZfNgTHcfUxPntQSDbqmCkxzTdCaZz,3,DIRECT_MAIL,Dipl.-Ing.,Petra,Becker,Bergstraße,,58809,Neuenrade,Neuenrade,
qWxnSQtTUfsmBYMVgsWgUXTUQIMHzdX/EvRguzW,AnrTWrgpsdOVWCVweKXmlTOBUClmUROFEWDoAsS,UurJWFhFLgVeWcoSSGeLPXKgzuZTZHPXVNPbrWF,gMSBxIZLPMWZpDVFvOqWSeT+JDoDECFSg/h+Ble,AyqSCdYpYeZfNgTHcfUxPntQSDbqmCkxzTdCaZz,3,DIRECT_MAIL,Dipl.-Ing.,Petra,Becker,Bergstraße,,58809,Neuenrade,Neuenrade,
qrdWwhcTZgYGrpcaQiiFYXsgP+VKZRqRVNVtAnM,AnrTWrgpsdOVWCVweKXmlTOBUClmUROFEWDoAsS,UurJWFhFLgVeWcoSSGeLPXKgzuZTZHPXVNPbrWF,gMSBxIZLPMWZpDVFvOqWSeT+JDoDECFSg/h+Ble,AyqSCdYpYeZfNgTHcfUxPntQSDbqmCkxzTdCaZz,3,DIRECT_MAIL,Dipl.-Ing.,Petra,Becker,Bergstraße,,58809,Neuenrade,Neuenrade,
JqGTCxaoO/EgrHTKeVwKUkT+lUYUsvRBMRZnAIE,fKTcojRmiiUsMxnpRgHUZmCdpwjSIrwiRTTfMaq,qMZOd/uyOekZgosvLcaSOMU/ShlXrLYubciULVM,fdThZgYKfiJYPuQsXoPDOFAWTetMibAilPxMRpm,Saqts/vkioRpeVRKRORDh/RWnZvJfRjUTZPfIef,14,DIRECT_MAIL,Frau,Anna,Fischer,Gartenstraße,,58515,Lüdenscheid,Brügge,
WzhdgzsXSUTFBYOgXtPTtRGvTebFUYLBU/zksIh,fKTcojRmiiUsMxnpRgHUZmCdpwjSIrwiRTTfMaq,qMZOd/uyOekZgosvLcaSOMU/ShlXrLYubciULVM,fdThZgYKfiJYPuQsXoPDOFAWTetMibAilPxMRpm,Saqts/vkioRpeVRKRORDh/RWnZvJfRjUTZPfIef,14,DIRECT_MAIL,Frau,Anna,Fischer,Gartenstraße,,58515,Lüdenscheid,Brügge,
gGPNnZzRTN/ZSmcFUSwszTWjMngzAmQTwD+VYMS,fKTcojRmiiUsMxnpRgHUZmCdpwjSIrwiRTTfMaq,qMZOd/uyOekZgosvLcaSOMU/ShlXrLYubciULVM,fdThZgYKfiJYPuQsXoPDOFAWTetMibAilPxMRpm,Saqts/vkioRpeVRKRORDh/RWnZvJfRjUTZPfIef,14,DIRECT_MAIL,Frau,Anna,Fischer,Gartenstraße,,58515,Lüdenscheid,Brügge,
